sex;salary-class;race;workclass;marital-status;occupation;education
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc
Male;<=50K;White;Private;Never-married;Other-service;Bachelors
Male;>50K;White;Private;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Divorced;Sales;Bachelors
Male;<=50K;White;Private;Divorced;Exec-managerial;Assoc-voc
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors
Male;>50K;Black;Federal-gov;Married-civ-spouse;Protective-serv;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college
Female;<=50K;White;Private;Divorced;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;White;Self-emp-not-inc;Divorced;Handlers-cleaners;Masters
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Private;Widowed;Adm-clerical;HS-grad
Female;<=50K;White;State-gov;Separated;Tech-support;Some-college
Male;>50K;Black;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Female;>50K;White;Private;Separated;Exec-managerial;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Protective-serv;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Self-emp-not-inc;Never-married;Sales;Some-college
Female;<=50K;Asian-Pac-Islander;Private;Married-spouse-absent;Adm-clerical;9th
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;Bachelors
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Assoc-acdm
Male;<=50K;White;Private;Separated;Exec-managerial;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;State-gov;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Divorced;Sales;Some-college
Male;<=50K;Asian-Pac-Islander;Private;Divorced;Adm-clerical;Assoc-acdm
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;White;Private;Married-civ-spouse;Protective-serv;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Prof-school
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters
Female;<=50K;White;State-gov;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Adm-clerical;Bachelors
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;Black;Private;Never-married;Farming-fishing;7th-8th
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;Black;Private;Separated;Sales;5th-6th
Male;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;11th
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Private;Divorced;Adm-clerical;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Divorced;Transport-moving;Assoc-voc
Female;<=50K;Black;Private;Never-married;Sales;Some-college
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;Black;Federal-gov;Married-civ-spouse;Farming-fishing;Assoc-acdm
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Divorced;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-inc;Never-married;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;State-gov;Divorced;Prof-specialty;Prof-school
Female;<=50K;Black;Private;Divorced;Adm-clerical;HS-grad
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;<=50K;Black;Private;Never-married;Other-service;12th
Male;<=50K;White;Private;Never-married;Other-service;5th-6th
Female;<=50K;White;Self-emp-not-inc;Never-married;Other-service;10th
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Farming-fishing;Bachelors
Male;>50K;White;Local-gov;Married-civ-spouse;Handlers-cleaners;Bachelors
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Female;<=50K;White;Private;Widowed;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Other-service;10th
Female;<=50K;Black;Local-gov;Divorced;Adm-clerical;Some-college
Male;<=50K;Black;Private;Never-married;Other-service;12th
Female;<=50K;White;Local-gov;Never-married;Adm-clerical;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-spouse-absent;Sales;Bachelors
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Private;Divorced;Machine-op-inspct;Assoc-voc
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-voc
Male;>50K;White;Self-emp-not-inc;Divorced;Craft-repair;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad
Female;<=50K;Black;Private;Divorced;Adm-clerical;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;9th
Male;>50K;White;Private;Married-civ-spouse;Protective-serv;11th
Female;<=50K;White;State-gov;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Private;Divorced;Other-service;Some-college
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Masters
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Farming-fishing;Some-college
Male;<=50K;White;Private;Divorced;Transport-moving;7th-8th
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;Asian-Pac-Islander;Local-gov;Married-civ-spouse;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad
Male;<=50K;White;Private;Never-married;Farming-fishing;Bachelors
Male;<=50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Female;<=50K;White;Private;Never-married;Other-service;Bachelors
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;9th
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;5th-6th
Male;<=50K;White;Federal-gov;Never-married;Adm-clerical;Bachelors
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Female;>50K;White;Private;Never-married;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-not-inc;Divorced;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Protective-serv;Bachelors
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Never-married;Protective-serv;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Never-married;Farming-fishing;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Female;<=50K;White;Private;Separated;Machine-op-inspct;5th-6th
Male;<=50K;White;Private;Never-married;Prof-specialty;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;>50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Bachelors
Female;<=50K;White;State-gov;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Assoc-acdm
Female;<=50K;White;Private;Widowed;Sales;HS-grad
Female;<=50K;White;Private;Widowed;Sales;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college
Female;<=50K;White;Private;Widowed;Sales;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Divorced;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad
Male;<=50K;White;Private;Divorced;Sales;Prof-school
Male;<=50K;White;Private;Divorced;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Other-service;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;Private;Widowed;Priv-house-serv;Some-college
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;Black;Private;Separated;Craft-repair;Some-college
Male;<=50K;White;Private;Never-married;Farming-fishing;1st-4th
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;Black;Private;Never-married;Farming-fishing;12th
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Federal-gov;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;Black;Federal-gov;Never-married;Adm-clerical;Bachelors
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Masters
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;Asian-Pac-Islander;Private;Divorced;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad
Female;<=50K;White;Private;Widowed;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Protective-serv;Masters
Female;<=50K;Black;Private;Separated;Other-service;9th
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;>50K;White;Self-emp-inc;Divorced;Sales;Bachelors
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;>50K;White;Local-gov;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;Asian-Pac-Islander;Private;Never-married;Prof-specialty;Prof-school
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Female;<=50K;Black;Private;Never-married;Other-service;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;State-gov;Never-married;Prof-specialty;Masters
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;Black;Private;Never-married;Craft-repair;11th
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;Black;Self-emp-not-inc;Married-civ-spouse;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad
Male;>50K;Black;Federal-gov;Married-civ-spouse;Adm-clerical;Bachelors
Male;<=50K;White;Federal-gov;Married-civ-spouse;Craft-repair;Assoc-voc
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Federal-gov;Never-married;Adm-clerical;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;11th
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;State-gov;Divorced;Tech-support;Assoc-voc
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Female;<=50K;Black;State-gov;Separated;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Assoc-voc
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Local-gov;Divorced;Protective-serv;Bachelors
Female;<=50K;Asian-Pac-Islander;Private;Married-spouse-absent;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;State-gov;Divorced;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Female;<=50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-voc
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;7th-8th
