sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Female;<=50K;Black;Private;Divorced;Adm-clerical;Assoc-voc;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Other-service;10th;Mexico
Male;<=50K;White;Private;Married-spouse-absent;Handlers-cleaners;Some-college;United-States
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Tech-support;HS-grad;United-States
Male;>50K;White;Private;Divorced;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;>50K;Asian-Pac-Islander;Private;Separated;Prof-specialty;Bachelors;Philippines
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-voc;United-States
Female;<=50K;White;Private;Separated;Exec-managerial;Assoc-voc;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;Amer-Indian-Eskimo;Local-gov;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;>50K;White;Private;Divorced;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Separated;Craft-repair;Some-college;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;7th-8th;Vietnam
Male;>50K;Asian-Pac-Islander;Federal-gov;Married-civ-spouse;Tech-support;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States
Male;<=50K;Other;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;Mexico
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Widowed;Sales;HS-grad;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;5th-6th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Widowed;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;12th;United-States
Male;<=50K;Black;Private;Never-married;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;Mexico
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;12th;United-States
Female;<=50K;White;Private;Widowed;Prof-specialty;1st-4th;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Private;Separated;Tech-support;Prof-school;Columbia
Female;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;Greece
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Widowed;Craft-repair;Some-college;United-States
Male;<=50K;Black;Private;Never-married;Other-service;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;1st-4th;Mexico
Male;>50K;White;Private;Never-married;Other-service;7th-8th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;9th;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Divorced;Priv-house-serv;Some-college;United-States
Female;<=50K;White;Local-gov;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Adm-clerical;9th;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;11th;Mexico
Male;<=50K;Black;Private;Never-married;Other-service;11th;Haiti
Male;<=50K;Black;Private;Divorced;Handlers-cleaners;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Widowed;Handlers-cleaners;10th;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Federal-gov;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;9th;Mexico
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Other-service;5th-6th;Mexico
Male;<=50K;White;Private;Never-married;Handlers-cleaners;10th;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college;United-States
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Doctorate;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;11th;United-States
Male;>50K;White;Private;Divorced;Exec-managerial;Prof-school;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-voc;Japan
Female;<=50K;White;State-gov;Never-married;Tech-support;Some-college;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Separated;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;South
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Male;<=50K;Black;Private;Separated;Sales;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Sales;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Sales;Some-college;Philippines
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;11th;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Other-service;Some-college;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Masters;United-States
Female;<=50K;White;Private;Widowed;Exec-managerial;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Widowed;Prof-specialty;Masters;United-States
Female;<=50K;Asian-Pac-Islander;Federal-gov;Divorced;Exec-managerial;Some-college;Philippines
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;>50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Female;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;10th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Masters;India
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Some-college;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Some-college;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Farming-fishing;Some-college;United-States
Male;<=50K;White;Local-gov;Widowed;Prof-specialty;Assoc-acdm;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;11th;United-States
Male;<=50K;White;Local-gov;Divorced;Protective-serv;Some-college;Germany
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;Greece
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;White;State-gov;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Federal-gov;Separated;Craft-repair;10th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;7th-8th;Mexico
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;>50K;Black;Federal-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Female;>50K;White;Local-gov;Married-civ-spouse;Tech-support;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;Other;Private;Never-married;Other-service;Assoc-acdm;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
